,tweet-id,tweet-text,include-links,tweet-url
58,809383989018497024,"Has anyone looked at the really poor numbers of @VanityFair Magazine. Way down, big trouble, dead! Graydon Carter, no talent, will be out!",,https://twitter.com/realDonaldTrump/status/809383989018497024
59,809097603010981888,.@BillGates and @JimBrownNFL32 in my Trump Tower office yesterday- two great guys!,,https://twitter.com/realDonaldTrump/status/809097603010981888
60,808881429715316737,"Thank you Wisconsin! My Administration will be focused on three very important words: jobs, jobs, jobs! Watch: http://bit.ly/2gJ2K4pWisconsinLive",http://bit.ly/2gJ2K4pWisconsinLive,https://twitter.com/realDonaldTrump/status/808881429715316737
61,808787048144453632,"Join me this Saturday at Ladd–Peebles Stadium in Mobile, Alabama! #ThankYouTour2016 Tickets: http://bit.ly/2gpwhwcALABAMA",http://bit.ly/2gpwhwcALABAMA,https://twitter.com/realDonaldTrump/status/808787048144453632
62,808653723639697408,The thing I like best about Rex Tillerson is that he has vast experience at dealing successfully with all types of foreign governments.,,https://twitter.com/realDonaldTrump/status/808653723639697408
63,808642018612310016,Wisconsin and Pennsylvania have just certified my wins in those states. I actually picked up additional votes!,,https://twitter.com/realDonaldTrump/status/808642018612310016
64,808638507161882624,"I have chosen one of the truly great business leaders of the world, Rex Tillerson, Chairman and CEO of ExxonMobil, to be Secretary of State.",,https://twitter.com/realDonaldTrump/status/808638507161882624
65,808532286664822784,"I will hold a press conference in the near future to discuss the business, Cabinet picks and all other topics of interest. Busy times!",,https://twitter.com/realDonaldTrump/status/808532286664822784
66,808529888630239232,"Presidency. Two of my children, Don and Eric, plus executives, will manage them. No new deals will be done during my term(s) in office.",,https://twitter.com/realDonaldTrump/status/808529888630239232
67,808528428123254785,"Even though I am not mandated by law to do so, I will be leaving my busineses before January 20th so that I can focus full time on the......",,https://twitter.com/realDonaldTrump/status/808528428123254785
68,808469755749339136,I will be making my announcement on the next Secretary of State tomorrow morning.,,https://twitter.com/realDonaldTrump/status/808469755749339136
69,808456602076545025,The final Wisconsin vote is in and guess what - we just picked up an additional 131 votes. The Dems and Green Party can now rest. Scam!,,https://twitter.com/realDonaldTrump/status/808456602076545025
70,808437742904418304,"#ThankYouTour2016 Tue: West Allis, WI. Thur: Hershey, PA. Fri: Orlando, FL. Sat: Mobile, AL. Tickets: https://www.donaldjtrump.com/schedule – at Trump Tower",https://www.donaldjtrump.com/schedule,https://twitter.com/realDonaldTrump/status/808437742904418304
71,808301935728230404,The F-35 program and cost is out of control. Billions of dollars can and will be saved on military (and other) purchases after January 20th.,,https://twitter.com/realDonaldTrump/status/808301935728230404
72,808300706914594816,"Unless you catch ""hackers"" in the act, it is very hard to determine who was doing the hacking. Why wasn't this brought up before election?",,https://twitter.com/realDonaldTrump/status/808300706914594816
73,808299841147248640,Can you imagine if the election results were the opposite and WE tried to play the Russia/CIA card. It would be called conspiracy theory!,,https://twitter.com/realDonaldTrump/status/808299841147248640
